編號	案類	發生(現)日期	發生時段
1520	住宅竊盜	1060516	16~18
1521	住宅竊盜	1060517	04~06
1522	住宅竊盜	1060517	10~12
1523	住宅竊盜	1060517	13~15
1524	住宅竊盜	1060518	10~12
1525	住宅竊盜	1060518	19~21
1526	住宅竊盜	1060519	07~09
1527	住宅竊盜	1060519	19~21
1528	住宅竊盜	1060520	16~18
1529	住宅竊盜	1060523	10~12
1530	住宅竊盜	1060523	13~15
1531	住宅竊盜	1060523	13~15
1532	住宅竊盜	1060523	16~18
1533	住宅竊盜	1060523	16~18
1534	住宅竊盜	1060523	16~18
1535	住宅竊盜	1060523	19~21
1536	住宅竊盜	1060524	07~09
1537	住宅竊盜	1060525	07~09
1538	住宅竊盜	1060526	04~06
1539	住宅竊盜	1060528	19~21
1540	住宅竊盜	1060528	22~24
1541	住宅竊盜	1060529	19~21
1542	住宅竊盜	1060530	10~12
1543	住宅竊盜	1060530	19~21
1544	住宅竊盜	1060531	07~09
1545	住宅竊盜	1060531	16~18
1546	住宅竊盜	1060601	07~09
1547	住宅竊盜	1060601	13~15
1548	住宅竊盜	1060601	22~24
1549	住宅竊盜	1060602	07~09
1550	住宅竊盜	1060602	13~15
1551	住宅竊盜	1060602	16~18
1552	住宅竊盜	1060603	07~09
1553	住宅竊盜	1060604	16~18
1554	住宅竊盜	1060606	07~09
1555	住宅竊盜	1060606	07~09
1556	住宅竊盜	1060607	01~03
1557	住宅竊盜	1060607	10~12
1558	住宅竊盜	1060607	13~15
1559	住宅竊盜	1060608	16~18
1560	住宅竊盜	1060610	19~21
1561	住宅竊盜	1060615	07~09
1562	住宅竊盜	1060616	13~15
1563	住宅竊盜	1060616	19~21
1564	住宅竊盜	1060617	01~03
1565	住宅竊盜	1060619	04~06
1566	住宅竊盜	1060619	07~09
1567	住宅竊盜	1060619	10~12
1568	住宅竊盜	1060619	13~15
1569	住宅竊盜	1060619	19~21
1570	住宅竊盜	1060619	22~24
1571	住宅竊盜	1060620	13~15
1572	住宅竊盜	1060620	22~24
1573	住宅竊盜	1060621	07~09
1574	住宅竊盜	1060621	10~12
1575	住宅竊盜	1060622	04~06
1576	住宅竊盜	1060623	13~15
1577	住宅竊盜	1060624	01~03
1578	住宅竊盜	1060624	04~06
1579	住宅竊盜	1060624	04~06
1580	住宅竊盜	1060624	13~15
1581	住宅竊盜	1060624	19~21
1582	住宅竊盜	1060625	01~03
1583	住宅竊盜	1060625	22~24
1584	住宅竊盜	1060626	13~15
1585	住宅竊盜	1060626	22~24
1586	住宅竊盜	1060629	01~03
1587	住宅竊盜	1060629	01~03
1588	住宅竊盜	1060629	19~21
1589	住宅竊盜	1060630	04~06
1590	住宅竊盜	1060630	10~12
1591	住宅竊盜	1060630	13~15
1592	住宅竊盜	1060701	13~15
1593	住宅竊盜	1060702	16~18
1594	住宅竊盜	1060703	10~12
1595	住宅竊盜	1060705	22~24
1596	住宅竊盜	1060706	13~15
1597	住宅竊盜	1060706	16~18
1598	住宅竊盜	1060707	01~03
1599	住宅竊盜	1060707	10~12
1600	住宅竊盜	1060707	13~15
1601	住宅竊盜	1060708	19~21
1602	住宅竊盜	1060708	22~24
1603	住宅竊盜	1060710	10~12
1604	住宅竊盜	1060710	13~15
1605	住宅竊盜	1060711	13~15
1606	住宅竊盜	1060712	10~12
1607	住宅竊盜	1060712	13~15
1608	住宅竊盜	1060714	01~03
1609	住宅竊盜	1060714	19~21
1610	住宅竊盜	1060715	22~24
1611	住宅竊盜	1060715	22~24
1612	住宅竊盜	1060715	22~24
1613	住宅竊盜	1060716	13~15
1614	住宅竊盜	1060716	16~18
1615	住宅竊盜	1060717	07~09
1616	住宅竊盜	1060717	07~09
1617	住宅竊盜	1060717	07~09
1618	住宅竊盜	1060717	10~12
1619	住宅竊盜	1060719	22~24
1620	住宅竊盜	1060720	01~03
1621	住宅竊盜	1060720	10~12
1622	住宅竊盜	1060722	04~06
1623	住宅竊盜	1060722	04~06
1624	住宅竊盜	1060723	07~09
1625	住宅竊盜	1060723	22~24
1626	住宅竊盜	1060725	10~12
1627	住宅竊盜	1060725	13~15
1628	住宅竊盜	1060725	16~18
1629	住宅竊盜	1060726	01~03
1630	住宅竊盜	1060727	04~06
1631	住宅竊盜	1060727	16~18
1632	住宅竊盜	1060731	10~12
1633	住宅竊盜	1060731	19~21
1634	住宅竊盜	1060801	22~24
1635	住宅竊盜	1060802	04~06
1636	住宅竊盜	1060804	07~09
1637	住宅竊盜	1060804	10~12
1638	住宅竊盜	1060804	19~21
1639	住宅竊盜	1060806	04~06
1640	住宅竊盜	1060807	10~12
1641	住宅竊盜	1060807	10~12
1642	住宅竊盜	1060807	22~24
1643	住宅竊盜	1060808	01~03
1644	住宅竊盜	1060808	04~06
1645	住宅竊盜	1060809	16~18
1646	住宅竊盜	1060810	22~24
1647	住宅竊盜	1060811	01~03
1648	住宅竊盜	1060811	19~21
1649	住宅竊盜	1060812	19~21
1650	住宅竊盜	1060814	01~03
1651	住宅竊盜	1060814	07~09
1652	住宅竊盜	1060815	13~15
1653	住宅竊盜	1060815	19~21
1654	住宅竊盜	1060815	19~21
1655	住宅竊盜	1060816	01~03
1656	住宅竊盜	1060817	13~15
1657	住宅竊盜	1060817	19~21
1658	住宅竊盜	1060818	04~06
1659	住宅竊盜	1060818	10~12
1660	住宅竊盜	1060818	13~15
1661	住宅竊盜	1060818	16~18
1662	住宅竊盜	1060819	04~06
1663	住宅竊盜	1060819	13~15
1664	住宅竊盜	1060820	10~12
1665	住宅竊盜	1060821	01~03
1666	住宅竊盜	1060821	19~21
1667	住宅竊盜	1060822	16~18
1668	住宅竊盜	1060823	16~18
1669	住宅竊盜	1060824	13~15
1670	住宅竊盜	1060825	16~18
1671	住宅竊盜	1060825	22~24
1672	住宅竊盜	1060827	10~12
1673	住宅竊盜	1060830	07~09
1674	住宅竊盜	1060830	13~15
1675	住宅竊盜	1060830	16~18
1676	住宅竊盜	1060901	13~15
1677	住宅竊盜	1060901	13~15
1678	住宅竊盜	1060901	13~15
1679	住宅竊盜	1060901	16~18
1680	住宅竊盜	1060902	22~24
1681	住宅竊盜	1060903	04~06
1682	住宅竊盜	1060903	10~12
1683	住宅竊盜	1060904	22~24
1684	住宅竊盜	1060905	19~21
1685	住宅竊盜	1060907	01~03
1686	住宅竊盜	1060909	13~15
1687	住宅竊盜	1060909	22~24
1688	住宅竊盜	1060910	04~06
1689	住宅竊盜	1060911	19~21
1690	住宅竊盜	1060911	19~21
1691	住宅竊盜	1060912	16~18
1692	住宅竊盜	1060912	22~24
1693	住宅竊盜	1060913	10~12
1694	住宅竊盜	1060913	22~24
1695	住宅竊盜	1060915	19~21
1696	住宅竊盜	1060915	22~24
1697	住宅竊盜	1060917	19~21
1698	住宅竊盜	1060918	10~12
1699	住宅竊盜	1060919	10~12
1700	住宅竊盜	1060919	19~21
1701	住宅竊盜	1060919	19~21
1702	住宅竊盜	1060920	13~15
1703	住宅竊盜	1060921	04~06
1704	住宅竊盜	1060922	13~15
1705	住宅竊盜	1060923	10~12
1706	住宅竊盜	1060926	13~15
1707	住宅竊盜	1060926	22~24
1708	住宅竊盜	1060928	01~03
1709	住宅竊盜	1060928	10~12
1710	住宅竊盜	1061001	01~03
1711	住宅竊盜	1061001	07~09
1712	住宅竊盜	1061001	16~18
1713	住宅竊盜	1061002	19~21
1714	住宅竊盜	1061003	01~03
1715	住宅竊盜	1061003	01~03
1716	住宅竊盜	1061004	07~09
1717	住宅竊盜	1061004	07~09
1718	住宅竊盜	1061004	10~12
1719	住宅竊盜	1061004	10~12
1720	住宅竊盜	1061005	01~03
1721	住宅竊盜	1061006	13~15
1722	住宅竊盜	1061006	16~18
1723	住宅竊盜	1061006	19~21
1724	住宅竊盜	1061006	19~21
1725	住宅竊盜	1061007	16~18
1726	住宅竊盜	1061010	16~18
1727	住宅竊盜	1061011	07~09
1728	住宅竊盜	1061011	13~15
1729	住宅竊盜	1061012	19~21
1730	住宅竊盜	1061013	13~15
1731	住宅竊盜	1061014	16~18
1732	住宅竊盜	1061015	07~09
1733	住宅竊盜	1061015	10~12
1734	住宅竊盜	1061016	16~18
1735	住宅竊盜	1061017	07~09
1736	住宅竊盜	1061017	10~12
1737	住宅竊盜	1061017	13~15
1738	住宅竊盜	1061017	13~15
1739	住宅竊盜	1061017	19~21
1740	住宅竊盜	1061018	07~09
1741	住宅竊盜	1061019	07~09
1742	住宅竊盜	1061019	13~15
1743	住宅竊盜	1061020	22~24
1744	住宅竊盜	1061022	01~03
1745	住宅竊盜	1061023	22~24
1746	住宅竊盜	1061025	16~18
1747	住宅竊盜	1061027	01~03
1748	住宅竊盜	1061027	04~06
1749	住宅竊盜	1061101	22~24
1750	住宅竊盜	1061102	13~15
1751	住宅竊盜	1061104	07~09
1752	住宅竊盜	1061104	13~15
1753	住宅竊盜	1061105	13~15
1754	住宅竊盜	1061105	16~18
1755	住宅竊盜	1061106	19~21
1756	住宅竊盜	1061107	04~06
1757	住宅竊盜	1061107	10~12
1758	住宅竊盜	1061108	16~18
1759	住宅竊盜	1061110	07~09
1760	住宅竊盜	1061111	10~12
1761	住宅竊盜	1061113	10~12
1762	住宅竊盜	1061113	10~12
1763	住宅竊盜	1061115	07~09
1764	住宅竊盜	1061115	16~18
1765	住宅竊盜	1061115	16~18
1766	住宅竊盜	1061116	16~18
1767	住宅竊盜	1061117	01~03
1768	住宅竊盜	1061117	07~09
1769	住宅竊盜	1061118	13~15
1770	住宅竊盜	1061119	04~06
1771	住宅竊盜	1061120	13~15
1772	住宅竊盜	1061121	10~12
1773	住宅竊盜	1061121	10~12
1774	住宅竊盜	1061123	22~24
1775	住宅竊盜	1061125	10~12
1776	住宅竊盜	1061125	16~18
1777	住宅竊盜	1061126	16~18
1778	住宅竊盜	1061127	16~18
1779	住宅竊盜	1061128	16~18
1780	住宅竊盜	1061128	19~21
1781	住宅竊盜	1061130	16~18
1782	住宅竊盜	1061201	07~09
1783	住宅竊盜	1061203	01~03
1784	住宅竊盜	1061205	10~12
1785	住宅竊盜	1061207	07~09
1786	住宅竊盜	1061210	16~18
1787	住宅竊盜	1061212	07~09
1788	住宅竊盜	1061213	10~12
1789	住宅竊盜	1061213	22~24
1790	住宅竊盜	1061214	10~12
1791	住宅竊盜	1061215	16~18
1792	住宅竊盜	1061216	22~24
1793	住宅竊盜	1061219	16~18
1794	住宅竊盜	1061220	22~24
1795	住宅竊盜	1061221	10~12
1796	住宅竊盜	1061222	22~24
1797	住宅竊盜	1061225	13~15
1798	住宅竊盜	1061228	13~15
1799	住宅竊盜	1061228	22~24
1800	住宅竊盜	1061229	10~12
1801	住宅竊盜	1061230	16~18
1802	住宅竊盜	1061231	04~06
1803	住宅竊盜	1070103	04~06
1804	住宅竊盜	1070103	07~09
1805	住宅竊盜	1070107	13~15
1806	住宅竊盜	1070109	04~06
1807	住宅竊盜	1070109	19~21
1808	住宅竊盜	1070110	01~03
1809	住宅竊盜	1070111	01~03
1810	住宅竊盜	1070111	10~12
1811	住宅竊盜	1070114	01~03
1812	住宅竊盜	1070115	10~12
1813	住宅竊盜	1070115	16~18
1814	住宅竊盜	1070116	16~18
1815	住宅竊盜	1070120	13~15
1816	住宅竊盜	1070120	16~18
1817	住宅竊盜	1070121	16~18
1818	住宅竊盜	1070122	07~09
1819	住宅竊盜	1070123	10~12
1820	住宅竊盜	1070124	01~03
1821	住宅竊盜	1070124	16~18
1822	住宅竊盜	1070125	16~18
1823	住宅竊盜	1070127	19~21
1824	住宅竊盜	1070201	07~09
1825	住宅竊盜	1070201	13~15
1826	住宅竊盜	1070203	10~12
1827	住宅竊盜	1070205	07~09
1828	住宅竊盜	1070206	07~09
1829	住宅竊盜	1070208	04~06
1830	住宅竊盜	1070209	10~12
1831	住宅竊盜	1070211	04~06
1832	住宅竊盜	1070212	22~24
1833	住宅竊盜	1070217	04~06
1834	住宅竊盜	1070217	16~18
1835	住宅竊盜	1070218	10~12
1836	住宅竊盜	1070218	13~15
1837	住宅竊盜	1070219	22~24
